build,source_file,string_address,xref_address,xref_kind,caller_function,line_number,line_evidence,assert_call_address,assert_target,diagnostic_operand,message_kind,diagnostic_address,diagnostic,confidence
gog_candidate,multi\minipkt.c,0x004A4030,0x00474063,decoded push imm32,,352,adjacent decoded immediate push,0x00474068,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,multi\minipkt.c,0x004A4030,0x00474252,decoded push imm32,,352,adjacent decoded immediate push,0x00474257,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,main\WIN\winmain.c,0x004A4878,0x00478C02,decoded push imm32,,867,adjacent decoded immediate push,0x00478C07,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,main\WIN\winmain.c,0x004A4878,0x00478F4D,decoded push imm32,,984,adjacent decoded immediate push,0x00478F52,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,misc\strpool.c,0x004A49E8,0x0047C2E0,decoded push imm32,,59,adjacent decoded immediate push,0x0047C2E5,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,misc\strpool.c,0x004A49E8,0x0047C429,decoded push imm32,,59,adjacent decoded immediate push,0x0047C42E,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,misc\strpool.c,0x004A49E8,0x0047C488,decoded push imm32,,148,adjacent decoded immediate push,0x0047C48D,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047C612,decoded push imm32,,69,adjacent decoded immediate push,0x0047C617,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047C68C,decoded push imm32,,81,adjacent decoded immediate push,0x0047C691,0x0047D5A0,0x48bfd0,immediate_string,0x0048BFD0,Unable to open game data file!,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047C849,decoded push imm32,,200,adjacent decoded immediate push,0x0047C84E,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047C99F,decoded push imm32,,200,adjacent decoded immediate push,0x0047C9A4,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047C9FE,decoded push imm32,,331,adjacent decoded immediate push,0x0047CA03,0x0047D5A0,0x4a4a68,immediate_string,0x004A4A68,Invalid data,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047CA23,decoded push imm32,,334,adjacent decoded immediate push,0x0047CA28,0x0047D5A0,0x4a4a88,immediate_string,0x004A4A88,Ran out of memory or disk space.  Try clearing more disk space and running again.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047CAB8,decoded push imm32,,355,adjacent decoded immediate push,0x0047CABD,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\resource.c,0x004A49F8,0x0047CAFF,decoded push imm32,,363,adjacent decoded immediate push,0x0047CB04,0x0047D5A0,0x4a4a88,immediate_string,0x004A4A88,Ran out of memory or disk space.  Try clearing more disk space and running again.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E487,decoded push imm32,,140,adjacent decoded immediate push,0x0047E48C,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E5B2,decoded push imm32,,140,adjacent decoded immediate push,0x0047E5B7,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E624,decoded push imm32,,170,adjacent decoded immediate push,0x0047E629,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E695,decoded push imm32,,193,adjacent decoded immediate push,0x0047E69A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E723,decoded push imm32,,221,adjacent decoded immediate push,0x0047E728,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E87D,decoded push imm32,,221,adjacent decoded immediate push,0x0047E882,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\file.c,0x004A4B9C,0x0047E935,decoded push imm32,,354,adjacent decoded immediate push,0x0047E93A,0x0047D5A0,esi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,io\memory.c,0x004A4BA8,0x0047EB87,decoded push imm32,,315,adjacent decoded immediate push,0x0047EB8C,0x0047D5A0,0x4a4a88,immediate_string,0x004A4A88,Ran out of memory or disk space.  Try clearing more disk space and running again.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,graph\gfx\g_cds.c,0x004A54AC,0x00480B5B,decoded push imm32,,114,adjacent decoded immediate push,0x00480B60,0x0047D5A0,0x48c144,immediate_string,0x0048C144,GFXCDSSurface::create: Failed to create a surface.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,graph\gfx\g_cds.c,0x004A54AC,0x00480C46,decoded push imm32,,210,adjacent decoded immediate push,0x00480C4B,0x0047D5A0,0x48c177,immediate_string,0x0048C177,GFXCDSSurface::setPalette: start out of range.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,graph\gfx\g_cds.c,0x004A54AC,0x00480C70,decoded push imm32,,212,adjacent decoded immediate push,0x00480C75,0x0047D5A0,0x48c1a6,immediate_string,0x0048C1A6,GFXCDSSurface::setPalette: count out of range.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,graph\gfx\g_cds.c,0x004A54AC,0x00480C9C,decoded push imm32,,214,adjacent decoded immediate push,0x00480CA1,0x0047D5A0,0x48c1d5,immediate_string,0x0048C1D5,GFXCDSSurface::setPalette: start+count out of range.,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pack\unpack.c,0x004A54C0,0x00481327,decoded push imm32,,63,adjacent decoded immediate push,0x0048132C,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
