build,source_file,string_address,xref_address,xref_kind,caller_function,line_number,line_evidence,assert_call_address,assert_target,diagnostic_operand,message_kind,diagnostic_address,diagnostic,confidence
june_legacy,logic\lsys.c,0x0049D48C,0x00466137,decoded push imm32,,268,adjacent decoded immediate push,0x0046613C,0x00477920,0x485688,immediate_string,0x00485688,message too long,contiguous decoded five-instruction dispatcher pattern
june_legacy,logic\lsys.c,0x0049D48C,0x0046675F,decoded push imm32,,530,adjacent decoded immediate push,0x00466764,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\link.c,0x0049D67C,0x00467F9D,decoded push imm32,,72,adjacent decoded immediate push,0x00467FA2,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\link.c,0x0049D67C,0x00468089,decoded push imm32,,72,adjacent decoded immediate push,0x0046808E,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\linkapp.c,0x0049D69C,0x004684FC,decoded push imm32,,126,adjacent decoded immediate push,0x00468501,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\linkapp.c,0x0049D69C,0x004685E8,decoded push imm32,,164,adjacent decoded immediate push,0x004685ED,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\linkdlg.c,0x0049D6F0,0x00468A54,decoded push imm32,,214,adjacent decoded immediate push,0x00468A59,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\chat.c,0x0049D718,0x004693B0,decoded push imm32,,121,adjacent decoded immediate push,0x004693B5,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\chat.c,0x0049D718,0x00469454,decoded push imm32,,121,adjacent decoded immediate push,0x00469459,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\chat.c,0x0049D718,0x0046957C,decoded push imm32,,121,adjacent decoded immediate push,0x00469581,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\chat.c,0x0049D718,0x004698A7,decoded push imm32,,305,adjacent decoded immediate push,0x004698AC,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\mstart.c,0x0049D734,0x004699F0,decoded push imm32,,55,adjacent decoded immediate push,0x004699F5,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\mstart.c,0x0049D734,0x00469A07,decoded push imm32,,56,adjacent decoded immediate push,0x00469A0C,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B2BB,decoded push imm32,,132,adjacent decoded immediate push,0x0046B2C0,0x00477920,0x4857c1,immediate_string,0x004857C1,Failed to find local instance of the Cybrid,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B32A,decoded push imm32,,153,adjacent decoded immediate push,0x0046B32F,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B45B,decoded push imm32,,194,adjacent decoded immediate push,0x0046B460,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B53C,decoded push imm32,,217,adjacent decoded immediate push,0x0046B541,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B6E0,decoded push imm32,,275,adjacent decoded immediate push,0x0046B6E5,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B6FD,decoded push imm32,,276,adjacent decoded immediate push,0x0046B702,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B71A,decoded push imm32,,277,adjacent decoded immediate push,0x0046B71F,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B737,decoded push imm32,,278,adjacent decoded immediate push,0x0046B73C,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B754,decoded push imm32,,279,adjacent decoded immediate push,0x0046B759,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B771,decoded push imm32,,280,adjacent decoded immediate push,0x0046B776,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B78E,decoded push imm32,,281,adjacent decoded immediate push,0x0046B793,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046B7AB,decoded push imm32,,282,adjacent decoded immediate push,0x0046B7B0,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046BF3A,decoded push imm32,,598,adjacent decoded immediate push,0x0046BF3F,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\message.c,0x0049D74C,0x0046BFB1,decoded push imm32,,603,adjacent decoded immediate push,0x0046BFB6,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D054,decoded push imm32,,352,adjacent decoded immediate push,0x0046D059,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D2C0,decoded push imm32,,352,adjacent decoded immediate push,0x0046D2C5,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D3ED,decoded push imm32,,352,adjacent decoded immediate push,0x0046D3F2,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D4D6,decoded push imm32,,352,adjacent decoded immediate push,0x0046D4DB,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D585,decoded push imm32,,352,adjacent decoded immediate push,0x0046D58A,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D73C,decoded push imm32,,352,adjacent decoded immediate push,0x0046D741,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D860,decoded push imm32,,352,adjacent decoded immediate push,0x0046D865,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046D951,decoded push imm32,,352,adjacent decoded immediate push,0x0046D956,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DA74,decoded push imm32,,352,adjacent decoded immediate push,0x0046DA79,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DB54,decoded push imm32,,352,adjacent decoded immediate push,0x0046DB59,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DC48,decoded push imm32,,352,adjacent decoded immediate push,0x0046DC4D,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DD85,decoded push imm32,,352,adjacent decoded immediate push,0x0046DD8A,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DEAA,decoded push imm32,,352,adjacent decoded immediate push,0x0046DEAF,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046DFBE,decoded push imm32,,352,adjacent decoded immediate push,0x0046DFC3,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E0C7,decoded push imm32,,352,adjacent decoded immediate push,0x0046E0CC,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E1FB,decoded push imm32,,352,adjacent decoded immediate push,0x0046E200,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E35B,decoded push imm32,,352,adjacent decoded immediate push,0x0046E360,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E5E2,decoded push imm32,,352,adjacent decoded immediate push,0x0046E5E7,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E6EB,decoded push imm32,,617,adjacent decoded immediate push,0x0046E6F0,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E7FB,decoded push imm32,,352,adjacent decoded immediate push,0x0046E800,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046E907,decoded push imm32,,352,adjacent decoded immediate push,0x0046E90C,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046EB27,decoded push imm32,,352,adjacent decoded immediate push,0x0046EB2C,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,multi\minipkt.c,0x0049D7C0,0x0046ED16,decoded push imm32,,352,adjacent decoded immediate push,0x0046ED1B,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,main\WIN\winmain.c,0x0049DFF0,0x00473026,decoded push imm32,,864,adjacent decoded immediate push,0x0047302B,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,main\WIN\winmain.c,0x0049DFF0,0x00473371,decoded push imm32,,981,adjacent decoded immediate push,0x00473376,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,misc\strpool.c,0x0049E160,0x004766E0,decoded push imm32,,59,adjacent decoded immediate push,0x004766E5,0x00477920,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,misc\strpool.c,0x0049E160,0x00476829,decoded push imm32,,59,adjacent decoded immediate push,0x0047682E,0x00477920,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,misc\strpool.c,0x0049E160,0x00476888,decoded push imm32,,148,adjacent decoded immediate push,0x0047688D,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476A12,decoded push imm32,,69,adjacent decoded immediate push,0x00476A17,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476A8C,decoded push imm32,,81,adjacent decoded immediate push,0x00476A91,0x00477920,0x485c80,immediate_string,0x00485C80,Unable to open game data file!,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476C49,decoded push imm32,,200,adjacent decoded immediate push,0x00476C4E,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476D9F,decoded push imm32,,200,adjacent decoded immediate push,0x00476DA4,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476DFE,decoded push imm32,,331,adjacent decoded immediate push,0x00476E03,0x00477920,0x49e1d0,immediate_string,0x0049E1D0,Invalid data,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476E23,decoded push imm32,,334,adjacent decoded immediate push,0x00476E28,0x00477920,0x49e1f0,immediate_string,0x0049E1F0,Ran out of memory or disk space.  Try clearing more disk space and running again.,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476EB8,decoded push imm32,,355,adjacent decoded immediate push,0x00476EBD,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\resource.c,0x0049E170,0x00476EFF,decoded push imm32,,363,adjacent decoded immediate push,0x00476F04,0x00477920,0x49e1f0,immediate_string,0x0049E1F0,Ran out of memory or disk space.  Try clearing more disk space and running again.,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478667,decoded push imm32,,140,adjacent decoded immediate push,0x0047866C,0x00477920,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478792,decoded push imm32,,140,adjacent decoded immediate push,0x00478797,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478804,decoded push imm32,,170,adjacent decoded immediate push,0x00478809,0x00477920,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478875,decoded push imm32,,193,adjacent decoded immediate push,0x0047887A,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478903,decoded push imm32,,221,adjacent decoded immediate push,0x00478908,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478A5D,decoded push imm32,,221,adjacent decoded immediate push,0x00478A62,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\file.c,0x0049E314,0x00478B15,decoded push imm32,,338,adjacent decoded immediate push,0x00478B1A,0x00477920,esi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,io\memory.c,0x0049E320,0x00478D63,decoded push imm32,,315,adjacent decoded immediate push,0x00478D68,0x00477920,ebx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
june_legacy,graph\gfx\g_cds.c,0x0049EC24,0x0047AF5B,decoded push imm32,,114,adjacent decoded immediate push,0x0047AF60,0x00477920,0x485df4,immediate_string,0x00485DF4,GFXCDSSurface::create: Failed to create a surface.,contiguous decoded five-instruction dispatcher pattern
june_legacy,graph\gfx\g_cds.c,0x0049EC24,0x0047B046,decoded push imm32,,210,adjacent decoded immediate push,0x0047B04B,0x00477920,0x485e27,immediate_string,0x00485E27,GFXCDSSurface::setPalette: start out of range.,contiguous decoded five-instruction dispatcher pattern
june_legacy,graph\gfx\g_cds.c,0x0049EC24,0x0047B070,decoded push imm32,,212,adjacent decoded immediate push,0x0047B075,0x00477920,0x485e56,immediate_string,0x00485E56,GFXCDSSurface::setPalette: count out of range.,contiguous decoded five-instruction dispatcher pattern
june_legacy,graph\gfx\g_cds.c,0x0049EC24,0x0047B09C,decoded push imm32,,214,adjacent decoded immediate push,0x0047B0A1,0x00477920,0x485e85,immediate_string,0x00485E85,GFXCDSSurface::setPalette: start+count out of range.,contiguous decoded five-instruction dispatcher pattern
june_legacy,pack\unpack.c,0x0049EC38,0x0047B727,decoded push imm32,,63,adjacent decoded immediate push,0x0047B72C,0x00477920,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\shell.c,0x0048E4DC,0x00402769,decoded push imm32,,522,adjacent decoded immediate push,0x0040276E,0x0047D5A0,0x48a00c,immediate_string,0x0048A00C,invalid difficulty value,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\shell.c,0x0048E4DC,0x00406182,decoded push imm32,,3117,adjacent decoded immediate push,0x00406187,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\shell.c,0x0048E4DC,0x0040678B,decoded push imm32,,3289,adjacent decoded immediate push,0x00406790,0x0047D5A0,0x48a115,immediate_string,0x0048A115,illegal exit code in shell.open,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\shell.c,0x0048E4DC,0x00406C98,decoded push imm32,,3117,adjacent decoded immediate push,0x00406C9D,0x0047D5A0,edi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\biomenu.c,0x0048E6A0,0x0040C4CF,decoded push imm32,,316,adjacent decoded immediate push,0x0040C4D4,0x0047D5A0,edi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\biomenu.c,0x0048E6A0,0x0040C509,decoded push imm32,,320,adjacent decoded immediate push,0x0040C50E,0x0047D5A0,edx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\pilotgui.c,0x0048E820,0x00410C0A,decoded push imm32,,137,adjacent decoded immediate push,0x00410C0F,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x00412CC1,decoded push imm32,,349,adjacent decoded immediate push,0x00412CC6,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x00412D02,decoded push imm32,,354,adjacent decoded immediate push,0x00412D07,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x00412D99,decoded push imm32,,362,adjacent decoded immediate push,0x00412D9E,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x00413463,decoded push imm32,,614,adjacent decoded immediate push,0x00413468,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x0041358E,decoded push imm32,,639,adjacent decoded immediate push,0x00413593,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\commscrn.c,0x0048E8E0,0x0041447D,decoded push imm32,,1043,adjacent decoded immediate push,0x00414482,0x0047D5A0,0x48a957,immediate_string,0x0048A957,mission type index was greater than 3,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\missbrf.c,0x0048EA60,0x004151D9,decoded push imm32,,68,adjacent decoded immediate push,0x004151DE,0x0047D5A0,0x48a9d0,immediate_string,0x0048A9D0,mission number > MAX_CAMPAIGNS,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\hercbay.c,0x0048EB00,0x00415C0A,decoded push imm32,,101,adjacent decoded immediate push,0x00415C0F,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\hercbuy.c,0x0048EB38,0x00416803,decoded push imm32,,185,adjacent decoded immediate push,0x00416808,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\hercbuy.c,0x0048EB38,0x00417811,decoded push imm32,,785,adjacent decoded immediate push,0x00417816,0x0047D5A0,0x48aab0,immediate_string,0x0048AAB0,no text for purchase window,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\hbupgrad.c,0x0048ED28,0x004195D7,decoded push imm32,,262,adjacent decoded immediate push,0x004195DC,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\mplaunch.c,0x0048EFF8,0x0041FDA8,decoded push imm32,,283,adjacent decoded immediate push,0x0041FDAD,0x0047D5A0,0x48ac0c,immediate_string,0x0048AC0C,"Tried to open MpLaunch, already opened...try restarting CyberStorm.",contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\mplaunch.c,0x0048EFF8,0x004221D9,decoded push imm32,,1258,adjacent decoded immediate push,0x004221DE,0x0047D5A0,0x48ac73,immediate_string,0x0048AC73,impossible case value in setActiveButtons,contiguous decoded five-instruction dispatcher pattern
gog_candidate,shell\hotseat.c,0x0048F1CC,0x00425785,decoded push imm32,,556,adjacent decoded immediate push,0x0042578A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,gui\flic.c,0x0048F35C,0x00426155,decoded push imm32,,42,adjacent decoded immediate push,0x0042615A,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,gui\menu.c,0x0048F3F0,0x004282B7,decoded push imm32,,261,adjacent decoded immediate push,0x004282BC,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tgrid.c,0x00490450,0x0042AF24,decoded push imm32,,118,adjacent decoded immediate push,0x0042AF29,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tgrid.c,0x00490450,0x0042B683,decoded push imm32,,368,adjacent decoded immediate push,0x0042B688,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tdisplay.c,0x00490460,0x0042BB15,decoded push imm32,,113,adjacent decoded immediate push,0x0042BB1A,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tarea.c,0x00490484,0x0042CC80,decoded push imm32,,143,adjacent decoded immediate push,0x0042CC85,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tsurface.c,0x004905A0,0x00431BD0,decoded push imm32,,795,adjacent decoded immediate push,0x00431BD5,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tsurface.c,0x004905A0,0x00431BEF,decoded push imm32,,799,adjacent decoded immediate push,0x00431BF4,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tsurface.c,0x004905A0,0x00431C16,decoded push imm32,,805,adjacent decoded immediate push,0x00431C1B,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tsurface.c,0x004905A0,0x00431CAD,decoded push imm32,,832,adjacent decoded immediate push,0x00431CB2,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tfog.c,0x004905EC,0x0043301E,decoded push imm32,,63,adjacent decoded immediate push,0x00433023,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tfog.c,0x004905EC,0x0043306C,decoded push imm32,,73,adjacent decoded immediate push,0x00433071,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tbuild.c,0x00490620,0x0043378C,decoded push imm32,,93,adjacent decoded immediate push,0x00433791,0x0047D5A0,ebx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,terr\tfast.c,0x00490660,0x00434D0B,decoded push imm32,,45,adjacent decoded immediate push,0x00434D10,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pop\psystem.c,0x004A001C,0x00444413,decoded push imm32,,211,adjacent decoded immediate push,0x00444418,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pop\pherc.c,0x004A00A8,0x00445B56,decoded push imm32,,301,adjacent decoded immediate push,0x00445B5B,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pop\ppilot.c,0x004A00D4,0x00446C05,decoded push imm32,,94,adjacent decoded immediate push,0x00446C0A,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pop\ppilot.c,0x004A00D4,0x00446D83,decoded push imm32,,133,adjacent decoded immediate push,0x00446D88,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,pop\pdeath.c,0x004A0138,0x00448E20,decoded push imm32,,51,adjacent decoded immediate push,0x00448E25,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\sim.c,0x004A01A8,0x0044B0F7,decoded push imm32,,556,adjacent decoded immediate push,0x0044B0FC,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\sim.c,0x004A01A8,0x0044B130,decoded push imm32,,559,adjacent decoded immediate push,0x0044B135,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simdo.c,0x004A02F4,0x0044DDE2,decoded push imm32,,266,adjacent decoded immediate push,0x0044DDE7,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simdo.c,0x004A02F4,0x0044F252,decoded push imm32,,1016,adjacent decoded immediate push,0x0044F257,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simturn.c,0x004A030C,0x00450323,decoded push imm32,,612,adjacent decoded immediate push,0x00450328,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simturn.c,0x004A030C,0x00450449,decoded push imm32,,612,adjacent decoded immediate push,0x0045044E,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simturn.c,0x004A030C,0x004509D1,decoded push imm32,,612,adjacent decoded immediate push,0x004509D6,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simturn.c,0x004A030C,0x00450A4D,decoded push imm32,,612,adjacent decoded immediate push,0x00450A52,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simgame.c,0x004A0368,0x00452584,decoded push imm32,,113,adjacent decoded immediate push,0x00452589,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\simgame.c,0x004A0368,0x0045273B,decoded push imm32,,189,adjacent decoded immediate push,0x00452740,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actorlst.c,0x004A0504,0x00456235,decoded push imm32,,47,adjacent decoded immediate push,0x0045623A,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actorlst.c,0x004A0504,0x00456464,decoded push imm32,,140,adjacent decoded immediate push,0x00456469,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actorlst.c,0x004A0504,0x004564B2,decoded push imm32,,149,adjacent decoded immediate push,0x004564B7,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actorlst.c,0x004A0504,0x00456739,decoded push imm32,,252,adjacent decoded immediate push,0x0045673E,0x0047D5A0,edi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actoradd.c,0x004A0514,0x00456D2D,decoded push imm32,,66,adjacent decoded immediate push,0x00456D32,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actoradd.c,0x004A0514,0x00456DC1,decoded push imm32,,90,adjacent decoded immediate push,0x00456DC6,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actoradd.c,0x004A0514,0x00456E9B,decoded push imm32,,115,adjacent decoded immediate push,0x00456EA0,0x0047D5A0,eax,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\actoradd.c,0x004A0514,0x00456F09,decoded push imm32,,140,adjacent decoded immediate push,0x00456F0E,0x0047D5A0,esi,dynamic,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\worldact.c,0x004A0524,0x00456F9F,decoded push imm32,,34,adjacent decoded immediate push,0x00456FA4,0x0047D5A0,0x0,null,,,contiguous decoded five-instruction dispatcher pattern
gog_candidate,sim\worldact.c,0x004A0524,0x00456FE0,decoded push imm32,,37,adjacent decoded immediate push,0x00456FE5,0x0047D5A0,ebx,dynamic,,,contiguous decoded five-instruction dispatcher pattern
